"","m","Duration.wave1","ResponseId.wave1","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId","age","income.wave2"
"515",229321437752435,512,"R_2SwdYbVHCjrDGz1","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,6,780,"R_O8bmxk3y8KPhce5",41,"<1'500- 2'499€
3'100-4'299CHF"
"516",229321437755510,1882,"R_1lsfWITx9Y1GNaA","male","Switzerland","<1'500€
<3'100CHF","middle school",1,9,2799,"R_2pQOajlwzQ06f44",41,"<1'500- 2'499€
3'100-4'299CHF"
"517",229321437758588,428,"R_3F4LBaNf9XlC0U2","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,7,348,"R_2DS6locshkb2hM4",34,"2'500- 4'000€
<4'300- 5'899CHF"
"518",229321437762688,494,"R_3p4MHNZFv2QytI8","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,7,649,"R_2zcJgAqnxH8Y4yS",42,"<1'500- 2'499€
3'100-4'299CHF"
"519",229321437763714,1541,"R_3hclMbURMmsEgfp","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,1203,"R_2QX1hhnet3fuiW3",31,"2'500- 4'000€
<4'300- 5'899CHF"
"520",229321437768842,3592,"R_3FRPo2Zf2GA2xHI","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",2,5,4001,"R_9ZzhUuoYYB1pHK9",76,"<1'500€
<3'100CHF"
"521",229321437798583,739,"R_Tkgt6ocpFWc17Sp","female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,10,1031,"R_1i3c3kYUgGHTiAA",55,"<1'500€
<3'100CHF"
"522",229321437839597,708,"R_3qe6UiGyjCwjMjT","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",2,2,1256,"R_2rptQgetriC4VnC",28,"<1'500- 2'499€
3'100-4'299CHF"
"523",229321437858830,618,"R_1dtb3TlGOCmUA69","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,3,528,"R_3dWXqIgiMohp3v6",19,"<1'500- 2'499€
3'100-4'299CHF"
"524",229321437877282,1545,"R_2CwtHJNvVKqQxpK","female","Switzerland","<1'500€
<3'100CHF","no formal education",3,7,1694,"R_1rGjHoIhYHFANNu",50,"<1'500€
<3'100CHF"
"525",229321437898807,452,"R_3M0F6ZsdfqY3WWA","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",2,6,947,"R_28GvFWAhL5jwFRe",33,"> 4'000€
>5'900 CHF"
"526",229321437909061,182,"R_Q4EogjFdGALlXbz","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,10,209,"R_2THwCnsFNqSSc1l",23,"> 4'000€
>5'900 CHF"
"527",229321437918290,817,"R_1IuxERmIxlynZlW","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",5,3,348,"R_32RVgxtiZnQ4qFn",45,"2'500- 4'000€
<4'300- 5'899CHF"
"528",229321437921368,506,"R_1F94axNpIB5vuou","male","Switzerland","<1'500€
<3'100CHF","obligatory school",4,4,967,"R_2Vr5HURfk3ALUOy",26,"<1'500- 2'499€
3'100-4'299CHF"
"529",229321437924445,559,"R_1dmLjHqAUZBBTQe","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",4,7,570,"R_2dMk0oGfGhHGCcZ",27,"<1'500- 2'499€
3'100-4'299CHF"
"530",229321437924448,2962,"R_ABDhvhN4xo1jJFD","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,3,1419,"R_vwBxcGO3XV6CNqx",37,"2'500- 4'000€
<4'300- 5'899CHF"
"531",229321437941882,2112,"R_2TMIdZbXG8NWhBs","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",4,5,1616,"R_1Y2iKkxsibQMHVD",41,"2'500- 4'000€
<4'300- 5'899CHF"
"532",229321437993153,9208,"R_22Xt1KD0HlNaGb9","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1376,"R_x5aTwvkEp5tEnF7",40,"> 4'000€
>5'900 CHF"
"533",229321437994179,684,"R_Z9veagVYQlL0vrH","male","Switzerland","<1'500€
<3'100CHF","degree",5,4,860,"R_2YEre5bJYfgYrBC",25,"2'500- 4'000€
<4'300- 5'899CHF"
"534",229321438035199,678,"R_PZZ2h2sjqA2zIdz","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,6,557,"R_stC3dwfSaL6cLBL",43,"2'500- 4'000€
<4'300- 5'899CHF"
"535",229321438062642,511,"R_6zAwIgHU25X9eBb","male","Switzerland","<1'500€
<3'100CHF","no formal education",5,5,583,"R_xrWkVsrFyPmWMzn",21,"<1'500€
<3'100CHF"
"536",229321438072898,1993,"R_3ir8n4NRfkgYQfY","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,8679,"R_Q66WJgz1sXwZz33",25,"2'500- 4'000€
<4'300- 5'899CHF"
"537",229321438075977,6190,"R_OCnbvgwnPODfkGd","female","Switzerland","<1'500€
<3'100CHF","obligatory school",5,5,560,"R_73rmQ93Q7Rd36mZ",19,"<1'500€
<3'100CHF"
"538",229321438092389,276,"R_3khbPVC3A3Zr3d2","female","Switzerland","<1'500€
<3'100CHF","no formal education",1,7,527,"R_uh2VLGQIPdw2WLD",45,"<1'500€
<3'100CHF"
"539",229321438098546,1015,"R_26lt8YAsRBjSSkx","female","Switzerland","> 4'000€
>5'900 CHF","middle school",5,7,903,"R_ToAwS1lLBvXxWW5",26,"> 4'000€
>5'900 CHF"
"540",229321438104706,1036,"R_3Qo4RcpLrzI1Aul","female","Switzerland","<1'500€
<3'100CHF","middle school",1,4,1157,"R_Dq0pgiK5mRsKU81",24,"<1'500€
<3'100CHF"
"541",229321438117027,376,"R_2dXyMLEkpgTNWbL","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,9,510,"R_ODmyiItFBHWyQEh",48,"2'500- 4'000€
<4'300- 5'899CHF"
"542",229321438125234,807,"R_2ARWpxcD2tBg6mr","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,6,738,"R_3lUpoBEtzy9drZD",30,"> 4'000€
>5'900 CHF"
"543",229321438136512,1669,"R_2rxw2YdEO9mgOyg","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,3,1984,"R_0Ah8ZQaBntW3RmN",59,"<1'500- 2'499€
3'100-4'299CHF"
"544",229321438155991,386,"R_3EW1frGAbS632mA","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,5,4928,"R_V3kGA2IGHML65wJ",25,"<1'500- 2'499€
3'100-4'299CHF"
"545",229321438159066,873,"R_2rkonJe65fP5KJc","female","Switzerland","> 4'000€
>5'900 CHF","obligatory school",5,4,727,"R_3LYXqMeVnadDV9q",20,"> 4'000€
>5'900 CHF"
"546",229321438161117,867,"R_pT3EwTuf1SxdkTT","male","Switzerland","> 4'000€
>5'900 CHF","degree",3,7,1071,"R_33sDgCJtJ211JGG",26,"> 4'000€
>5'900 CHF"
"547",229321438164192,1573,"R_qCSrsgKBELjoqFr","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,7,1611,"R_1i3WThj1PPLv7sg",32,"2'500- 4'000€
<4'300- 5'899CHF"
"548",229321438195740,313,"R_246JZiZD8m7Qrfp","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,2,410,"R_1HeQdGgV52rVz4y",25,"> 4'000€
>5'900 CHF"
"549",229321438210114,1101,"R_1gNlZZdQIAPxbdw","female","Switzerland","<1'500€
<3'100CHF","middle school",1,7,881,"R_2SoeQbtedg9U7A9",27,"<1'500€
<3'100CHF"
"550",229321438222424,537,"R_1gbcl27CKlKBalz","male","Switzerland","<1'500€
<3'100CHF","middle school",3,9,1649,"R_2pRiCFSEUTGzhjB",30,"<1'500€
<3'100CHF"
"551",229321438238833,1444,"R_XmFiz1C6jkMwUGR","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",3,7,1061,"R_3kpk3Mxhifuz5xA",51,"2'500- 4'000€
<4'300- 5'899CHF"
"552",229321438243967,1116,"R_1FBk1b6s6Ugkr97","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,1653,"R_2OZmN3GX1csFnvS",22,"<1'500€
<3'100CHF"
"553",229321438246018,1100,"R_7PQnhbeLoPc2ytz","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",3,6,1321,"R_2Y5QqGLTg8vkS9M",26,"<1'500- 2'499€
3'100-4'299CHF"
"554",229321438287057,1815,"R_z2OjTI6ALu00OnD","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,1919,"R_1QrwLMIn7K2GhNN",25,"<1'500€
<3'100CHF"
"555",229321438289110,1679,"R_2eVHaP99y0kDK1c","female","Switzerland","<1'500€
<3'100CHF","obligatory school",2,4,1544,"R_2QYGfMYzAouv17p",60,"<1'500- 2'499€
3'100-4'299CHF"
"556",229321438291162,2071,"R_3j38lHPlwwyS4X2","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,7,1272,"R_1dyNNy7i0IogXjW",26,"<1'500- 2'499€
3'100-4'299CHF"
"557",229321438291163,1064,"R_vVnQq2iaaEV95jb","female","Switzerland","<1'500€
<3'100CHF","middle school",4,6,1422,"R_3JedFD408eCUXoU",21,"<1'500€
<3'100CHF"
"558",229321438308354,2450,"R_5hdk4kV5oHaOu7D","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",5,5,1421,"R_vdaVDoXOyJPo80h",18,"2'500- 4'000€
<4'300- 5'899CHF"
"559",229321438308355,594,"R_2E6Tq5gpEy3lxsv","female","Switzerland","<1'500€
<3'100CHF","obligatory school",4,2,297,"R_2EudHnKol1N7utZ",19,"<1'500€
<3'100CHF"
"560",229321438312457,1417,"R_3mIZQ7fAUEXJsZ3","female","Switzerland","> 4'000€
>5'900 CHF","middle school",4,8,1080,"R_1K41lGNotMQuaYo",23,"> 4'000€
>5'900 CHF"
"561",229321438315541,562,"R_6KfWCtRpRvT3ggF","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,5,1350,"R_12LqzQngtlo94Le",35,"> 4'000€
>5'900 CHF"
"562",229321438330936,1270,"R_1H8LLFUTNt7leVR","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,1280,"R_2D6c4MB4OoCIkDm",25,"2'500- 4'000€
<4'300- 5'899CHF"
"563",229321438343251,1467,"R_2TKS87c4h8yApTA","female","Switzerland","<1'500€
<3'100CHF","middle school",1,3,1414,"R_1Eh4vp1pfF8GFJb",29,"<1'500€
<3'100CHF"
"564",229321438357604,9419,"R_3Rebv2X4IkAdmVF","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",5,10,3793,"R_1lmLSlh21OinLUg",27,"> 4'000€
>5'900 CHF"
"565",229321438363760,1649,"R_3JKoDCr9qlPtI5O","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,4,2658,"R_1QlrekUmzTk0Wbq",27,"2'500- 4'000€
<4'300- 5'899CHF"
"566",229321438376071,1243,"R_1rf8RkKm64iSMMO","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,3,1241,"R_2WAJRrWbWwkXh4E",27,"<1'500- 2'499€
3'100-4'299CHF"
"567",229321438387356,674,"R_25tgtjEGT1tmYni","female","Switzerland","<1'500€
<3'100CHF","middle school",1,5,837,"R_1F97pVdAYa0AR1X",29,"<1'500€
<3'100CHF"
"568",229321438399669,264,"R_30i8YfvSQK4XwGW","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,9,1731,"R_w0NtmghAPqNxriN",22,"2'500- 4'000€
<4'300- 5'899CHF"
"569",229321438413008,750,"R_e9ec6tcEXyCZyoN","male","Switzerland","<1'500€
<3'100CHF","obligatory school",3,6,301,"R_3KUgfD2lM1BV4IY",30,"<1'500€
<3'100CHF"
"570",229409893551190,798,"R_3hg9rxVP0W2bBdv","female","Germany","<1'500€
<3'100CHF","middle school",1,3,700,"R_d5Svv8gnZ7XR1PX",54,"<1'500€
<3'100CHF"
"571",229409893551191,8386,"R_22tTxe5Wf46p8v3","female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,848,"R_2P4JBo0bhSklWm8",62,"<1'500€
<3'100CHF"
"572",229409893551197,1633,"R_3FORg56rf1EKsyC","female","Germany","> 4'000€
>5'900 CHF","degree",2,5,8717,"R_1mUwQ8WDbVXY7Bc",60,"> 4'000€
>5'900 CHF"
"573",229409893551200,2138,"R_3oYGk0oFoKvLtzl","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,7,2717,"R_3QXeVyZkmzNceBN",47,"<1'500- 2'499€
3'100-4'299CHF"
"574",229409893551202,604,"R_yDycCxa8vqEdzm9","male","Germany","> 4'000€
>5'900 CHF","degree",2,6,1238,"R_3P6o0EhxUNZgaXu",41,"> 4'000€
>5'900 CHF"
"575",229409893552235,794,"R_tPLRXslSCSIIrAZ","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",1,5,1000,"R_3rUHdtjaXvtIvz2",39,"2'500- 4'000€
<4'300- 5'899CHF"
"576",229409893552237,1103,"R_2uyor5CnrGzVwLP","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,2,1434,"R_1C4mhyAltGnXD7Q",70,"2'500- 4'000€
<4'300- 5'899CHF"
"577",229409893552239,1997,"R_3Dp4VdHBlp3rpk7","male","Germany","> 4'000€
>5'900 CHF","degree",2,6,777,"R_1etSyOQPJkT6TOX",38,"> 4'000€
>5'900 CHF"
"578",229409893553280,2913,"R_1MWyS3TUczp278V","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,5,752,"R_2AYJXywwVu6QGs3",62,"> 4'000€
>5'900 CHF"
"579",229409893553285,480,"R_3rPydNfjakAlFnL","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,3,696,"R_3lFcUWnw4BZ5vmK",52,"> 4'000€
>5'900 CHF"
"580",229409893554317,2949,"R_3QMJMcyzy6dK6Vo","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1441,"R_3gX8mzhYYFNQOO3",68,"2'500- 4'000€
<4'300- 5'899CHF"
"581",229409893554327,1473,"R_3IXf0a9j3FQb7yS","male","Germany","> 4'000€
>5'900 CHF","degree",2,6,3566,"R_2aDzGPVQbrKTR0S",31,"> 4'000€
>5'900 CHF"
"582",229409893554332,905,"R_3EtMhQgNqG3dSW9","male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,3,1372,"R_2tsOukjyCaVxQ9e",65,"> 4'000€
>5'900 CHF"
"583",229409893555364,620,"R_3IRfQog8wLv6Z2l","male","Germany","> 4'000€
>5'900 CHF","degree",2,3,838,"R_XOg10LwL1qoLu25",64,"> 4'000€
>5'900 CHF"
"584",229409893555368,1811,"R_1ozl0QYygIw2niA","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",3,5,1791,"R_27k8PbNPolq0QAU",57,"2'500- 4'000€
<4'300- 5'899CHF"
"585",229409893555379,1235,"R_3JeLqCpCZJ4m1X8","male","Germany","> 4'000€
>5'900 CHF","degree",1,7,1011,"R_2s1MfU0zDpR0Jca",44,"> 4'000€
>5'900 CHF"
"586",229409893556406,1304,"R_1gv8g4BCMxmexh3","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1944,"R_aVtDOpcBqTEyWoV",68,"2'500- 4'000€
<4'300- 5'899CHF"
"587",229409893556407,768,"R_2SHT0z2Dz4ddbGe","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,3,555,"R_29b5BOQT9GzLJRX",58,"<1'500- 2'499€
3'100-4'299CHF"
"588",229409893556409,735,"R_1dhFXt21F0rsBNx","female","Germany","> 4'000€
>5'900 CHF","degree",2,8,871,"R_2D5GqA8ExdH2lhy",64,"> 4'000€
>5'900 CHF"
"589",229409893556412,714,"R_3n7ordFES5aQFbd","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,1117,"R_1qX9y9uKlkCAb4j",60,"> 4'000€
>5'900 CHF"
"590",229409893556414,1025,"R_12DTHefOjls1akp","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,6,1282,"R_yEXDxhzyve1juHD",39,"2'500- 4'000€
<4'300- 5'899CHF"
"591",229409893556415,1486,"R_1rdfPw9w9wywNly","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,8,6308,"R_2qsbwlWVgx3U2Ga",77,"> 4'000€
>5'900 CHF"
"592",229409893557466,3592,"R_bmjQH4KlClbZu7L","female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,3508,"R_2RXiWR7wst6Q1iP",65,"<1'500€
<3'100CHF"
"593",229409893558495,1287,"R_2q9IHqiHtkEFt79","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1244,"R_1mw9V9ozzWi1LAn",70,"2'500- 4'000€
<4'300- 5'899CHF"
"594",229409893558497,1425,"R_1F4k8KPay3Z7kp4","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,4,1615,"R_PBTyt7WzyZvjzhv",53,"2'500- 4'000€
<4'300- 5'899CHF"
"595",229409893558499,1410,"R_1l51CHacIzAAOYr","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1705,"R_blT9RFPb7Be5eRr",60,"2'500- 4'000€
<4'300- 5'899CHF"
"596",229409893558502,985,"R_122NLeAz7IQz6Db","male","Germany","> 4'000€
>5'900 CHF","degree",2,7,1151,"R_24pwPmPBXaNb1Jp",73,"> 4'000€
>5'900 CHF"
"597",229409893558508,1127,"R_3L0GisV7UPsczlW","NA","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,1018,"R_2fBxWkZC6c2hrwF",63,"2'500- 4'000€
<4'300- 5'899CHF"
"598",229409893558511,6771,"R_1pLnC2IuMZAbMvJ","male","Germany","> 4'000€
>5'900 CHF","degree",2,6,1024,"R_3KHGeq92IYaPFkY",54,"> 4'000€
>5'900 CHF"
"599",229409893559298,1004,"R_3F51HV2oo6MXsOu","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,1449,"R_ps0do9IuOyRiWQ1",61,"<1'500- 2'499€
3'100-4'299CHF"
"600",229409893559543,696,"R_1lmDzcpWCC7BhMm","male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,655,"R_3qerdDbYGWCPGAO",53,"> 4'000€
>5'900 CHF"
"601",229409893559548,1243,"R_QhTYlHh4BjieNG1","male","Germany","> 4'000€
>5'900 CHF","middle school",2,4,1187,"R_Ab5K7H4yk2GvGPn",60,"> 4'000€
>5'900 CHF"
"602",229409893560326,225,"R_1CHdVbZbPKziApa","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,8,1816,"R_3NQlUDF4NBWDcOK",36,"2'500- 4'000€
<4'300- 5'899CHF"
"603",229409893560330,2423,"R_1CpbbcLiMzHifTD","male","Germany","> 4'000€
>5'900 CHF","degree",2,3,10563,"R_2tbb14YphaE4xH6",75,"> 4'000€
>5'900 CHF"
"604",229409893560343,685,"R_3P6LarH1YOKrEnc","male","Germany","<1'500€
<3'100CHF","no formal education",1,6,595,"R_3Pw4yFnNMaUDqAA",68,"<1'500€
<3'100CHF"
"605",229409893561373,688,"R_3mJcyAkG7X9Gqel","male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,788,"R_3fZs2X9Bkox4pig",36,"2'500- 4'000€
<4'300- 5'899CHF"
"606",229409893561379,1028,"R_24MZMVl0HtIImjR","male","Germany","<1'500€
<3'100CHF","obligatory school",1,8,936,"R_3qpvHlAmtEGt9ez",61,"<1'500€
<3'100CHF"
"607",229409893561380,753,"R_s5sc4G5506bL1Lz","female","Germany","> 4'000€
>5'900 CHF","middle school",3,6,618,"R_2X0AOW6Gr2SyGP2",67,"> 4'000€
>5'900 CHF"
"608",229409893561381,959,"R_pQrbEXhp0JUxzQ5","female","Germany","> 4'000€
>5'900 CHF","obligatory school",5,5,1083,"R_2AG1H1VH5t5XhR1",67,"> 4'000€
>5'900 CHF"
"609",229409893562421,1536,"R_1daH5gUZnfipx6N","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,3,1333,"R_5gwXVf3uQ8b3kLT",47,"<1'500- 2'499€
3'100-4'299CHF"
"610",229409893562422,1710,"R_3ozNcUtSC2durX2","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,1257,"R_1n0hU9OFnulf6DQ",47,"> 4'000€
>5'900 CHF"
"611",229409893563457,822,"R_3OqX5vWNaMqD2fp","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,669,"R_5j6NrZByAZvHWeZ",53,"2'500- 4'000€
<4'300- 5'899CHF"
"612",229409893563459,2161,"R_56b3rzqNRgjfHXj","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,927,"R_1FFDYiR7B3bxAQw",47,"2'500- 4'000€
<4'300- 5'899CHF"
"613",229409893563467,1004,"R_3g5brc9bkrNMBRO","female","Germany","> 4'000€
>5'900 CHF","middle school",2,8,2216,"R_3IXfO6cjcY5pjY5",63,"> 4'000€
>5'900 CHF"
"614",229409893563468,2067,"R_3jfzT7WP5HxcBKx","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,1799,"R_2RVM3Ml3yrbHgEd",68,"2'500- 4'000€
<4'300- 5'899CHF"
"615",229409893563472,701,"R_XLcXz2nCULrthT3","male","Germany","> 4'000€
>5'900 CHF","obligatory school",3,6,1180,"R_1dmY16EZsS4hwK2",61,"2'500- 4'000€
<4'300- 5'899CHF"
"616",229409893565554,1356,"R_PNjSWAHzH1tsBfX","male","Germany","<1'500€
<3'100CHF","degree",2,6,2388,"R_3Em9MHqvHydeOH0",65,"<1'500€
<3'100CHF"
"617",229409893565555,1705,"R_2CO2PyLQ0hXJVAk","male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,6,3376,"R_PM2SPU5OqQOPebn",70,"<1'500- 2'499€
3'100-4'299CHF"
"618",229409893566597,1932,"R_3KoN0ess4bPK8mS","male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,4,1747,"R_2aCzseQ1RcQVYH4",32,"> 4'000€
>5'900 CHF"
"619",229409893566606,849,"R_tFfoFokuuvHNcLD","male","Germany","> 4'000€
>5'900 CHF","no formal education",3,5,1001,"R_1CDtcasg4X1f5aA",67,"> 4'000€
>5'900 CHF"
"620",229409893567636,8746,"R_31mf8TPRPJosl9e","male","Germany","> 4'000€
>5'900 CHF","degree",4,5,1669,"R_2ALmgXQW3XoTLsf",73,"> 4'000€
>5'900 CHF"
"621",229409893567644,1571,"R_1Hi6v3EBgholEqM","male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,5,1550,"R_W9DhX6A0Itwctt7",68,"> 4'000€
>5'900 CHF"
"622",229409893567652,760,"R_31pjHuDWXWhorqU","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,3,2354,"R_3elvnl1QahMydKj",65,"<1'500- 2'499€
3'100-4'299CHF"
"623",229409893567654,1347,"R_123mcZ5Ghsa8y8U","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,9,1337,"R_2pVN9xJPvGeQwTl",56,"2'500- 4'000€
<4'300- 5'899CHF"
"624",229409893568680,3278,"R_1LBcVCh8pm4Wlva","male","Germany","> 4'000€
>5'900 CHF","middle school",2,6,4134,"R_3QFrmHKrdNNttqa",46,"> 4'000€
>5'900 CHF"
"625",229409893568695,1200,"R_DC2Y31RhrgXdq2l","female","Germany","> 4'000€
>5'900 CHF","degree",2,3,1265,"R_2aFwdSvQ5kee5F5",60,"> 4'000€
>5'900 CHF"
"626",229409893569726,880,"R_vkwQtf0JK6KmhZ7","male","Germany","> 4'000€
>5'900 CHF","middle school",3,5,644,"R_spYzqIGhHy1QNSV",45,"> 4'000€
>5'900 CHF"
"627",229409893570762,1103,"R_3m9PmtY3H8o50hi","male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,3,1099,"R_2v16SgaYMHNBq6S",43,"> 4'000€
>5'900 CHF"
"628",229409893570765,1213,"R_2aRhgiVVw1l9p9F","female","Germany","> 4'000€
>5'900 CHF","degree",2,8,1043,"R_1jqvBy9CpnCdJTY",64,"> 4'000€
>5'900 CHF"
"629",229409893570768,652,"R_cGcZqyuNa9pLbdT","female","Germany","<1'500€
<3'100CHF","obligatory school",1,6,703,"R_3EFEwrUIE8Kac63",50,"<1'500€
<3'100CHF"
"630",229409893570773,1128,"R_2qsd2l3wzm8UzIe","female","Germany","> 4'000€
>5'900 CHF","obligatory school",4,5,2731,"R_2QoJVPwIMtvLIpK",43,"> 4'000€
>5'900 CHF"
"631",229409893571803,994,"R_1CrJ4uXaFN5veAS","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,1393,"R_YRnlq9I9AaJrPDb",46,"<1'500- 2'499€
3'100-4'299CHF"
"632",229409893571805,1401,"R_1GHzFnO8uCIkxhk","male","Germany","> 4'000€
>5'900 CHF","middle school",2,8,2658,"R_2784peGsV6cvbDw",59,"> 4'000€
>5'900 CHF"
"633",229409893571809,1323,"R_2SAHXl8MohUbUiF","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,1991,"R_1pY7VZtwZ0xvste",50,"<1'500- 2'499€
3'100-4'299CHF"
"634",229409893571812,905,"R_3exy0uqptjVnF9F","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1539,"R_2ZJOTPwKV2KkrMS",51,"2'500- 4'000€
<4'300- 5'899CHF"
"635",229409893572842,1044,"R_2Pbst8kdZluDtvH","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,6,6751,"R_1j9BySKkUls71SL",35,"<1'500- 2'499€
3'100-4'299CHF"
"636",229409893572855,2923,"R_2EhtC7RpoGqCbe4","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,3083,"R_10ZbpT2snlVjOtf",64,"> 4'000€
>5'900 CHF"
"637",229409893573634,2996,"R_SW8meRihHCg4Ty9","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,1004,"R_sBWpaqbVldDifhD",60,"2'500- 4'000€
<4'300- 5'899CHF"
"638",229409893573885,277,"R_25XCGvSK7fFBeWQ","male","Germany","> 4'000€
>5'900 CHF","no formal education",4,7,652,"R_1Bw9BeGQL8DHYUF",38,"> 4'000€
>5'900 CHF"
"639",229409893573887,915,"R_3dSScqXqMRYGrp2","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,978,"R_2EczmD5SwSzay4A",47,"<1'500- 2'499€
3'100-4'299CHF"
"640",229409893574672,2568,"R_2yqIknklBoBJSSa","female","Germany","> 4'000€
>5'900 CHF","degree",2,6,1544,"R_24cprR80Slkcffl",41,"> 4'000€
>5'900 CHF"
"641",229409893574678,810,"R_2qr4N1GYDyUsOZy","female","Germany","> 4'000€
>5'900 CHF","degree",2,6,789,"R_3Dv9CIgzor6PPpz",58,"> 4'000€
>5'900 CHF"
"642",229409893574680,398,"R_YSkCThaUHsBOddD","male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",1,2,337,"R_2Xolf7saPN8PSK6",33,"<1'500- 2'499€
3'100-4'299CHF"
"643",229409893574681,895,"R_3JyOgimkBE8Gpjf","female","Germany","> 4'000€
>5'900 CHF","degree",2,5,1583,"R_8crnxAqp8zqKv2V",63,"> 4'000€
>5'900 CHF"
